Labeled Data,DataRow ID,Compassion,Aggression
May I change these garments?,ckqi3joole95s0yu3g2yyd69b,0.0,0.0
"Men's eyes were made to look, and let them gaze; I will not budge for no man's pleasure, I.",ckqi3joole9710yu374yr2401,0.0,0.0
"Mine, fifty talents.",ckqi3jopyebmo0yu34484cp52,0.0,0.0
Most rare.,ckqi3jooee8ja0yu3cww0g5pd,0.0,0.0
Must I bite?,ckqi3jooie8xq0yu3dcyw4s43,0.0,0.0
"My commission Is not to reason of the deed, but do it.",ckqi3joone9e90yu3bnzv0scz,0.0,0.0
"My doe with the black scut? Let the sky  rain potatoes. Let it thunder to the tune of ""Green sleeves,"" hail kissing-comfits, and snow eringoes. Let  there come a tempest of provocation, I will shelter me  here.",ckqi3jopoeam00yu3dnm5fqu4,0.0,0.0
"My lord, I have consider'd with myself The title of this most renowned duke; And in my conscience do repute his grace The rightful heir to England's royal seat.",ckqi3joohe8sv0yu38v5th1xc,0.0,0.0
"My lord, They have all been touch'd and found base metal, for They have au denied him.",ckqi3jooqe9na0yu3fwpa7fsc,0.0,0.0
"My lord, here comes the rascal I spoke of; here with the provost.",ckqi3jopeea8y0yu39lvcgm9l,0.0,0.5
"My lord, the army of the Duke of Buckingham--",ckqi3joome9ad0yu3hswr8sl6,0.0,0.0
"My lords ambassadors, your several suits Have been consider'd and debated on. And therefore are we certainly resolved To draw conditions of a friendly peace; Which by my Lord of Winchester we mean Shall be transported presently to France.",ckqi3jopdea5h0yu30t9z71ud,1.0,0.0
"My love, forbear to fawn upon their frowns: What danger or what sorrow can befall thee, So long as Edward is thy constant friend, And their true sovereign, whom they must obey? Nay, whom they shall obey, and love thee too, Unless they seek for hatred at my hands; Which if they do, yet will I keep thee safe, And they shall feel the vengeance of my wrath.",ckqi3jopteb5b0yu31ogzbt0k,0.3333333333333333,1.0
"My noble masters, hear me speak.",ckqi3jopcea3e0yu3add3awcs,0.0,0.0
Name them.,ckqi3jopcea250yu3cxhma4d8,0.0,0.0
"Nay, 'tis strange, 'tis very strange, that is the brief and the tedious of it; and he's of a most facinerious spirit that will not acknowledge it to be the--",ckqi3joome9bh0yu33urhdnb2,0.0,0.3333333333333333
"Nay, I prithee put on this gown, and this beard;  make him believe thou art Sir Topaz the curate. Do it  quickly. I'll call Sir Toby the whilst.",ckqi3jopoeamf0yu30d43ak94,0.0,0.0
"Nay, take away this scolding crookback rather.",ckqi3joq0ebuv0yu3hou9g55q,0.0,0.6666666666666666
"Nay, take me with thee, good sweet Exeter: Not that I fear to stay, but love to go Whither the queen intends. Forward; away!",ckqi3jopdea6l0yu3dybj6bn7,0.3333333333333333,0.0
"Neighbours, you are tedious.",ckqi3jopgeaie0yu38otraks5,0.0,1.0
"No, I warrant you.",ckqi3jopyebn30yu3bksy3nt5,0.0,0.0
"No, friend, cannot you beg? Here's them in our country Greece gets more with begging than we can do with working.",ckqi3joo9e8bi0yu3crc6gs5z,0.0,0.0
"No, his conscience Has crept too near another lady.",ckqi3joobe8fj0yu33ytx39l0,0.0,0.0
"No, let me speak; and let me rail so high, That the false housewife Fortune break her wheel, Provoked by my offence.",ckqi3jooge8p90yu3cu4pgut5,0.0,0.3333333333333333
"No, pray thee. I must obey; his art is of such power It would control my dam's god Setebos And make a vassal of him.",ckqi3joofe8nb0yu3ec08dbt2,0.0,0.0
"No, sir: yet oft, When blows have made me stay, I fled from words. You soothed not, therefore hurt not: but your people, I love them as they weigh.",ckqi3joore9qw0yu3fpgs5yam,0.6666666666666666,0.0
No; For we were subjects but while you were king.,ckqi3jopxebi80yu349gc87k9,0.0,0.0
"None! The music of the spheres! List, my Marina.",ckqi3jopqeavq0yu37aljadpj,0.0,0.0
Not know me yet?,ckqi3jopae9xa0yu357i0be5w,0.0,0.0
"Not to kill him, having a warrant for it; but to be damned for killing him, from which no warrant can defend us.",ckqi3jopae9xp0yu3farjen9k,0.0,0.3333333333333333
"Not yet, my cousin: we would be resolved, Before we hear him, of some things of weight That task our thoughts, concerning us and France.",ckqi3jooce8iq0yu362jch9gs,0.0,0.0
"Nothing, Messala.",ckqi3jopfeafw0yu32xumfxkt,0.0,0.0
Nothing.,ckqi3jopcea4n0yu32vszcej2,0.0,0.0
"Now by my soul, I would it were this hour.",ckqi3jooee8jz0yu36r1o178n,0.0,0.0
"Now entertain conjecture of a time When creeping murmur and the poring dark Fills the wide vessel of the universe. From camp to camp through the foul womb of night The hum of either army stilly sounds, That the fixed sentinels almost receive The secret whispers of each other's watch: Fire answers fire, and through their paly flames Each battle sees the other's umber'd face; Steed threatens steed, in high and boastful neighs Piercing the night's dull ear, and from the tents The armourers, accomplishing the knights, With busy hammers closing rivets up, Give dreadful note of preparation: The country cocks do crow, the clocks do toll, And the third hour of drowsy morning name. Proud of their numbers and secure in soul, The confident and over-lusty French Do the low-rated English play at dice; And chide the cripple tardy-gaited night Who, like a foul and ugly witch, doth limp So tediously away. The poor condemned English, Like sacrifices, by their watchful fires Sit patiently and inly ruminate The morning's danger, and their gesture sad Investing lank-lean; cheeks and war-worn coats Presenteth them unto the gazing moon So many horrid ghosts. O now, who will behold The royal captain of this ruin'd band Walking from watch to watch, from tent to tent, Let him cry 'Praise and glory on his head!' For forth he goes and visits all his host. Bids them good morrow with a modest smile And calls them brothers, friends and countrymen. Upon his royal face there is no note How dread an army hath enrounded him; Nor doth he dedicate one jot of colour Unto the weary and all-watched night, But freshly looks and over-bears attaint With cheerful semblance and sweet majesty; That every wretch, pining and pale before, Beholding him, plucks comfort from his looks: A largess universal like the sun His liberal eye doth give to every one, Thawing cold fear, that mean and gentle all, Behold, as may unworthiness define, A little touch of Harry in the night. And so our scene must to the battle fly; Where--O for pity!--we shall much disgrace With four or five most vile and ragged foils, Right ill-disposed in brawl ridiculous, The name of Agincourt. Yet sit and see, Minding true things by what their mockeries be.",ckqi3jopyebor0yu3d6dqahpz,0.0,0.3333333333333333
"Now the fair goddess, Fortune, Fall deep in love with thee; and her great charms Misguide thy opposers' swords! Bold gentleman, Prosperity be thy page!",ckqi3jopdea7f0yu30cs2bynk,0.6666666666666666,0.0
"Now the melancholy god protect thee, and the  tailor make thy doublet of changeable taffeta, for thy  mind is a very opal. I would have men of such  constancy put to sea, that their business might be everything,  and their intent everywhere; for that's it that always  makes a good voyage of nothing. Farewell.",ckqi3jopzebqf0yu38feecs2v,0.3333333333333333,0.0
Now to the bottom dost thou search my wound: Poor Bassianus here lies murdered.,ckqi3jopeea8o0yu31e2p1nt2,0.3333333333333333,0.0
"Now, Apemantus, if thou wert not sullen, I would be good to thee.",ckqi3joohe8uy0yu33rpo1q24,0.0,0.6666666666666666
"Now, blessing on thee! rise; thou art my child. Give me fresh garments. Mine own, Helicanus; She is not dead at Tarsus, as she should have been, By savage Cleon: she shall tell thee all; When thou shalt kneel, and justify in knowledge She is thy very princess. Who is this?",ckqi3jopoeamu0yu3g6cscjqc,0.6666666666666666,0.3333333333333333
"Now, by the world, it is a lusty wench; I love her ten times more than e'er I did: O, how I long to have some chat with her!",ckqi3jooqe9mg0yu301ou6ngn,0.3333333333333333,0.3333333333333333
"Now, madam, summon up your dearest spirits: Consider who the king your father sends, To whom he sends, and what's his embassy: Yourself, held precious in the world's esteem, To parley with the sole inheritor Of all perfections that a man may owe, Matchless Navarre; the plea of no less weight Than Aquitaine, a dowry for a queen. Be now as prodigal of all dear grace As Nature was in making graces dear When she did starve the general world beside And prodigally gave them all to you.",ckqi3jooae8cr0yu37xc0ai7l,0.6666666666666666,0.0
"Now, pretty one, how long have you been at this trade?",ckqi3jopueb9h0yu3ekp1apgs,0.0,0.0
"Now, what news?",ckqi3joo6e84a0yu30uewhw02,0.0,0.0
"O Lord, sir! why, there't serves well again.",ckqi3joofe8o00yu3hpj24qg9,0.0,0.0
O bon Dieu! les langues des hommes sont pleines de tromperies.,ckqi3joppeaqg0yu39mx8g78f,0.0,0.3333333333333333
"O comfortable friar! where is my lord? I do remember well where I should be, And there I am. Where is my Romeo?",ckqi3jooqe9n50yu3ca2ef6y3,0.25,0.0
"O for a Muse of fire, that would ascend The brightest heaven of invention, A kingdom for a stage, princes to act And monarchs to behold the swelling scene! Then should the warlike Harry, like himself, Assume the port of Mars; and at his heels, Leash'd in like hounds, should famine, sword and fire Crouch for employment. But pardon, and gentles all, The flat unraised spirits that have dared On this unworthy scaffold to bring forth So great an object: can this cockpit hold The vasty fields of France? or may we cram Within this wooden O the very casques That did affright the air at Agincourt? O, pardon! since a crooked figure may Attest in little place a million; And let us, ciphers to this great accompt, On your imaginary forces work. Suppose within the girdle of these walls Are now confined two mighty monarchies, Whose high upreared and abutting fronts The perilous narrow ocean parts asunder: Piece out our imperfections with your thoughts; Into a thousand parts divide on man, And make imaginary puissance; Think when we talk of horses, that you see them Printing their proud hoofs i' the receiving earth; For 'tis your thoughts that now must deck our kings, Carry them here and there; jumping o'er times, Turning the accomplishment of many years Into an hour-glass: for the which supply, Admit me Chorus to this history; Who prologue-like your humble patience pray, Gently to hear, kindly to judge, our play.",ckqi3joofe8n60yu34pv7d272,0.0,0.25
O monstrous! eleven buckram men grown out of two!,ckqi3joole95x0yu39ts285f7,0.0,1.0
"O my good lord! Sweet Isabel, take my part; Lend me your knees, and all my life to come I'll lend you all my life to do you service.",ckqi3jop8e9t90yu36zne3xwu,1.0,0.0
"O, let their bodies follow, my dear liege, With blood and sword and fire to win your right; In aid whereof we of the spiritualty Will raise your highness such a mighty sum As never did the clergy at one time Bring in to any of your ancestors.",ckqi3joo9e8ae0yu3hlqa080k,0.6666666666666666,0.3333333333333333
"O, pardon; I offend.",ckqi3jop9e9v70yu35n7rglpa,0.25,0.0
"O, tell, tell.",ckqi3jopeea930yu37n1zhm7x,0.0,0.0
"O, that delightful engine of her thoughts That blabb'd them with such pleasing eloquence, Is torn from forth that pretty hollow cage, Where, like a sweet melodious bird, it sung Sweet varied notes, enchanting every ear!",ckqi3jopyebm90yu35qaw7rsb,1.0,0.0
"O, the Lord preserve thy good grace! by my troth, welcome to London. Now, the Lord bless that sweet face of thine! O, Jesu, are you come from Wales?",ckqi3jopvebal0yu3ayxmgrm7,1.0,0.0
"O, true, good Catesby: bid him levy straight The greatest strength and power he can make, And meet me presently at Salisbury.",ckqi3joo6e85y0yu3b6np3lx9,0.6666666666666666,0.0
"O, what men dare do! what men may do! what men daily do, not knowing what they do!",ckqi3joole97v0yu36dlf14y2,0.0,0.0
"Our business is not unknown to the senate; they have had inkling this fortnight what we intend to do, which now we'll show 'em in deeds. They say poor suitors have strong breaths: they shall know we have strong arms too.",ckqi3jop8e9sf0yu331va7g3a,0.0,1.0
"Our very priests must become mockers, if they shall encounter such ridiculous subjects as you are. When you speak best unto the purpose, it is not worth the wagging of your beards; and your beards deserve not so honourable a grave as to stuff a botcher's cushion, or to be entombed in an ass's pack- saddle. Yet you must be saying, Marcius is proud; who in a cheap estimation, is worth predecessors since Deucalion, though peradventure some of the best of 'em were hereditary hangmen. God-den to your worships: more of your conversation would infect my brain, being the herdsmen of the beastly plebeians: I will be bold to take my leave of you. How now, my as fair as noble ladies,--and the moon, were she earthly, no nobler,--whither do you follow your eyes so fast?",ckqi3jooie8xb0yu3ciln22lo,0.0,1.0
"Pardon me, Margaret; pardon me, sweet son: The Earl of Warwick and the duke enforced me.",ckqi3jopgeai90yu36dykdewm,0.5,0.0
"Peace to his soul, if God's good pleasure be! Lord cardinal, if thou think'st on heaven's bliss, Hold up thy hand, make signal of thy hope. He dies, and makes no sign. O God, forgive him!",ckqi3joo9e8a90yu3fs7q2iz4,1.0,0.0
Perchance she weeps because they kill'd her husband; Perchance because she knows them innocent.,ckqi3jopvebd30yu3c3greyfq,0.0,0.0
"Petruchio, shall I then come roundly to thee And wish thee to a shrewd ill-favour'd wife? Thou'ldst thank me but a little for my counsel: And yet I'll promise thee she shall be rich And very rich: but thou'rt too much my friend, And I'll not wish thee to her.",ckqi3jooke92l0yu3bfnpe362,0.3333333333333333,0.0
"Pray you then, Conduct me to the queen.",ckqi3jooce8ib0yu366rqb7je,0.0,0.0
"Pray you, sir, was't not the wise woman of  Brainford?",ckqi3jopcea3t0yu30sgacijj,0.0,0.0
"Prithee, listen well: I heard a bustling rumor, like a fray, And the wind brings it from the Capitol.",ckqi3jopoeany0yu3bfx68k5s,0.0,0.0
"Richmond! When last I was at Exeter, The mayor in courtesy show'd me the castle, And call'd it Rougemont: at which name I started, Because a bard of Ireland told me once I should not live long after I saw Richmond.",ckqi3jopueb9c0yu32zgrgtp1,0.0,0.25
"Save him, save him.",ckqi3joofe8m20yu38dov433t,0.3333333333333333,0.0
Say I she is not fair?,ckqi3jopae9y40yu3027paiej,0.0,0.0
"See where it comes! Behavior, what wert thou Till this madman show'd thee? and what art thou now?",ckqi3joo6e84z0yu34mbyb1p4,0.0,0.5
"Send for him, good uncle.",ckqi3jopwebf10yu3f1176c3i,0.0,0.0
"Seven year and a half, sir.",ckqi3joooe9fi0yu30ulq7pyv,0.0,0.0
Shall I speak a word in your ear?,ckqi3jopreay30yu3drbfhgfj,0.0,0.0
"She is not well; but yet she has her health: she's very merry; but yet she is not well: but thanks be given, she's very well and wants nothing i', the world; but yet she is not well.",ckqi3jooke9300yu33zsgaeq3,0.6666666666666666,0.0
She is young and apt: Our own precedent passions do instruct us What levity's in youth.,ckqi3joope9if0yu3cn1bfkh1,0.3333333333333333,0.0
"She will, she will; justice hath liquored her. We steal as in a castle, cocksure; we have the receipt of fern-seed, we walk invisible.",ckqi3joooe9h60yu3eybg18oq,0.0,0.3333333333333333
"Shepherdess, A fair one are you--well you fit our ages With flowers of winter.",ckqi3jopzebqu0yu39e9achvt,0.6666666666666666,0.0
"Silence is the perfectest herald of joy: I were but little happy, if I could say how much. Lady, as you are mine, I am yours: I give away myself for you and dote upon the exchange.",ckqi3joome9b20yu3fbadeapk,1.0,0.0
"Sir, but I do; or else I would be hence.",ckqi3jopseazr0yu3cqfw99zr,0.0,0.0
"Sir, he's a good dog and a fair dog. Can there  be more said? He is good and fair. -- Is Sir John Falstaff  here?",ckqi3jopseb240yu35uqi12wo,0.3333333333333333,0.0
"Sir, pardon me in what I have to say: Your plainness and your shortness please me well. Right true it is, your son Lucentio here Doth love my daughter and she loveth him, Or both dissemble deeply their affections: And therefore, if you say no more than this, That like a father you will deal with him And pass my daughter a sufficient dower, The match is made, and all is done: Your son shall have my daughter with consent.",ckqi3joppeaqv0yu3bhynhyvf,1.0,0.0
"Sir, sir, the first's for me; let her go by.",ckqi3jop7e9rb0yu3g64p05wj,0.0,0.0
"Sir, your queen must overboard: the sea works high, the wind is loud, and will not lie till the ship be cleared of the dead.",ckqi3jopueb8n0yu3e3vf13rk,0.0,0.0
"So did we all. But, come, let's home.",ckqi3jooie8wm0yu3grqag2tn,0.0,0.0
"So it should seem by that I have to say. First, he commends him to your noble lordship.",ckqi3jopoeamp0yu30sc86g43,0.25,0.0
Some love of yours hath writ to you in rhyme.,ckqi3joone9du0yu3giuo5rc6,0.0,0.0
"Some such thing I said, and said no more but what my thoughts Did warrant me was likely.",ckqi3jop9e9ux0yu30xhd6a6k,0.0,0.0
"Speak softly; yonder, as I think, he walks.",ckqi3jooke93f0yu398gf58vd,0.0,0.0
"Sprawl'st thou? take that, to end thy agony.",ckqi3joone9dz0yu353bv70py,0.3333333333333333,0.0
"Stand fast together, lest some friend of Caesar's Should chance--",ckqi3joofe8nl0yu3d8ccbg7t,0.0,0.0
Stand where the torch may not discover us.,ckqi3joome99t0yu396wd7iz2,0.0,0.0
"Stay, officer: he shall not go to prison.",ckqi3joole95i0yu33zix2l6y,0.0,0.0
Stuck with cloves.,ckqi3joole96m0yu35sa02pz7,0.0,0.0
"Suffer love! a good epithet! I do suffer love indeed, for I love thee against my will.",ckqi3jooqe9q20yu306hm9ug7,0.6666666666666666,0.6666666666666666
"Sweet hearts, we shall be rich ere we depart, If fairings come thus plentifully in: A lady wall'd about with diamonds! Look you what I have from the loving king.",ckqi3jopyebni0yu3aedd4s8r,1.0,0.0
"Sweet honey Greek, tempt me no more to folly.",ckqi3jopcea2z0yu33tys1ho1,0.0,0.0
"Talking of hawking; nothing else, my lord. Now, by God's mother, priest, I'll shave your crown for this, Or all my fence shall fail.",ckqi3jopneajx0yu38ilfcrag,0.0,0.6666666666666666
Taurus!,ckqi3jooge8qx0yu35duw1j14,0.0,0.0
Tell me thine first.,ckqi3jooqe9np0yu36k1o5mqc,0.0,0.0
"That fellow is a fellow of much licence: let him be called before us. Away with her to prison! Go to; no more words. Provost, my brother Angelo will not be altered; Claudio must die to-morrow: let him be furnished with divines, and have all charitable preparation. if my brother wrought by my pity, it should not be so with him.",ckqi3jopneakr0yu3hyac4jtd,0.0,0.6666666666666666
"That you might still have worn the petticoat, And ne'er have stol'n the breech from Lancaster.",ckqi3jopseb1a0yu37kkj0ppr,0.0,0.0
"That you must.  Will you, upon good dowry, marry her?",ckqi3jopseb0v0yu3gkw427en,0.0,0.0
"That's I, an't like your grace: I came to her from Claudio, and desired her To try her gracious fortune with Lord Angelo For her poor brother's pardon.",ckqi3jopwebht0yu36ez6ag95,0.6666666666666666,0.0
That's my sister. ANTIPHOLUS,ckqi3jop9e9w10yu3ebjx819j,0.0,0.0
"The enemy's in view. Draw up your powers. Here is the guess of their true strength and forces By diligent discovery, but your haste Is now urged on you.",ckqi3joobe8gs0yu3d9qu7x2n,0.0,0.0
The heavens give safety to your purposes!,ckqi3jopvebco0yu3c89e1ti8,0.6666666666666666,0.0
"The king of heaven forbid our lord the king Should so with civil and uncivil arms Be rush'd upon! Thy thrice noble cousin Harry Bolingbroke doth humbly kiss thy hand; And by the honourable tomb he swears, That stands upon your royal grandsire's bones, And by the royalties of both your bloods, Currents that spring from one most gracious head, And by the buried hand of warlike Gaunt, And by the worth and honour of himself, Comprising all that may be sworn or said, His coming hither hath no further scope Than for his lineal royalties and to beg Enfranchisement immediate on his kn ees: Which on thy royal party granted once, His glittering arms he will commend to rust, His barbed steeds to stables, and his heart To faithful service of your majesty. This swears he, as he is a prince, is just; And, as I am a gentleman, I credit him.",ckqi3jopteb5q0yu37e6f0nbg,0.6666666666666666,0.0
The matter?,ckqi3jopeea9x0yu35sgs3ty7,0.0,0.0
"The people fear me; for they do observe Unfather'd heirs and loathly births of nature: The seasons change their manners, as the year Had found some months asleep and leap'd them over.",ckqi3jopreazc0yu38hsea1x3,0.0,0.3333333333333333
"The reformation of our travell'd gallants, That fill the court with quarrels, talk, and tailors.",ckqi3joooe9gc0yu309tl23h1,0.0,0.0
"The same, sir.",ckqi3jooie8y50yu38w7o8e2w,0.0,0.0
"The service, and the loyalty I owe In doing it, pays itself.  Your highness' part Is to receive our duties,  and our duties Are to your throne and state,  children and servants, Which do but what they should  by doing everything  Safe toward your love  and honor. ",ckqi3jooie8wh0yu3cmntbaph,1.0,0.0
Their coronets say so. These are stars indeed; And sometimes falling ones.,ckqi3joooe9et0yu312zmduwu,0.0,0.0
"Their eyes, villain, their eyes!",ckqi3jooke91c0yu3a9xj1940,0.0,0.5
"Then 'twas my turn to fly, and now 'tis thine.",ckqi3jopwebgz0yu37gedabo8,0.25,0.0
"Then further, all dissembling set aside, Tell me for truth the measure of his love Unto our sister Bona.",ckqi3joppear50yu33eupaz8a,0.0,0.0
Then give me leave to go.,ckqi3jopgeahk0yu32vi9hakc,0.0,0.0
Then say at once if I maintain'd the truth; Or else was wrangling Somerset in the error?,ckqi3jopzebpv0yu3g32qh2v9,0.0,0.0
"Then thus: Edward the Third, my lords, had seven sons: The first, Edward the Black Prince, Prince of Wales; The second, William of Hatfield, and the third, Lionel Duke of Clarence: next to whom Was John of Gaunt, the Duke of Lancaster; The fifth was Edmund Langley, Duke of York; The sixth was Thomas of Woodstock, Duke of Gloucester; William of Windsor was the seventh and last. Edward the Black Prince died before his father And left behind him Richard, his only son, Who after Edward the Third's death reign'd as king; Till Henry Bolingbroke, Duke of Lancaster, The eldest son and heir of John of Gaunt, Crown'd by the name of Henry the Fourth, Seized on the realm, deposed the rightful king, Sent his poor queen to France, from whence she came, And him to Pomfret; where, as all you know, Harmless Richard was murder'd traitorously.",ckqi3joo9e8ao0yu36xsg5098,0.5,0.0
